name	location	kind	frame	typed_over	status	statement	note
zeta_criticalLine_zeros_infinite	Concentricity/Corollaries.lean:57	theorem	MAP-readout	zeta	proved	{s | riemannZeta s = 0 ∧ s.re = 1/2}.Infinite — infinitely many zeros on the critical line.	GATED (inherits zeta_riemannHypothesis's leaves); rides riemannZeta_nontrivialZeros_infinite.
ASection.euler_branch_level	Concentricity/InboxWire.lean:146	theorem	MAP-readout	mixed	proved	Any continuation γ₂ of A∘z over the half-space has (γ₂ t).re = (Σ'ℓ_p(z t)).re AND = log‖A.F(z t)‖ — the level is branch-independent.	the two names of the ONE level: C2's Euler real part = VS Def 5.3's log-modulus tape; ladder shift purely imaginary
s2_component_exp_eq_iff	Concentricity/InboxWire.lean:508	theorem	MAP-readout	domain-H1	proved	mk (S2.of (Octonion.exp p)) = mk (S2.of (Octonion.exp q)) ↔ re p = re q — two exponential values share one 𝒮₂-component exactly when their arguments share one level.	π₀(𝒮₂) ∘ exp = the level: Riehl 8.3.5 register + thm:slice-exp modulus clause are ONE map
ASection.s2_value_class_halfSpace	Concentricity/InboxWire.lean:553	theorem	MAP-readout	mixed	proved	For x with Ω₀ < re (sliceCoord x): mk (S2.of (A.realize x)) = mk (S2.of (ofReal (exp (re Σ'ℓ_p(coord x))))) — the value's component is the exponential of C2's Euler level.	octonionic register + C2 stem; consumes c2_euler, pole_le_upperEdge, real_on_real; band representative of the Euler level
ASection.gpv_zigzag_readout	Concentricity/IntegrateTheorem.lean:402	theorem	MAP-readout	mixed	proved	Conjunction: (1) transportClass n = m; (2) ∀ε shared value -r at both spheres with all exp-preimages of -r sharing one re; (3) cone threshold L0 with every higher level attained on both sides of pole.	The junction readout, both ends in the VALUE register; old-total class + stem tapes.
ASection.not_concentric_iff_spread	Concentricity/IntegrateTheorem.lean:423	theorem	MAP-readout	stem	proved	¬(∃c, ∀n, (sphereZero n).re = c) ↔ A.infLevel < A.supLevel — the negated target as positive level spread.	KernelE4's minimal-node dictionary in ¬-form; Mode B's entry.
ASection.levelSet	Concentricity/KernelE4.lean:107	def	MAP-readout	stem	def	levelSet A := Set.range (fun n : ℕ => (A.sphereZero n).re) — the real parts of the enumerated residue-ℂ zero-sphere representatives.	The divisor's levels; lem:exp-degenerate vocabulary.
ASection.levelSet_nonempty	Concentricity/KernelE4.lean:110	theorem	MAP-readout	stem	proved	A.levelSet.Nonempty (witness index 0).	Trivial supplier for sSup/sInf well-definedness.
ASection.levelSet_bddAbove	Concentricity/KernelE4.lean:115	theorem	MAP-readout	stem	proved	BddAbove A.levelSet, bounded by A.Ω₀ (re_le_upperEdge).	C2's half-space edge read at the divisor.
ASection.levelSet_bddBelow	Concentricity/KernelE4.lean:121	theorem	MAP-readout	stem	proved	BddBelow A.levelSet, bounded by the L4 lower edge βlo (c3_lowerEdge).	The strip's lower edge.
ASection.supLevel	Concentricity/KernelE4.lean:129	def	MAP-readout	stem	def	supLevel A := sSup A.levelSet — the top level, the section's own upper candidate mirror line.	Divisor-intrinsic candidate β.
ASection.infLevel	Concentricity/KernelE4.lean:133	def	MAP-readout	stem	def	infLevel A := sInf A.levelSet — the bottom level, the lower candidate mirror line.	Mirror of supLevel.
ASection.le_supLevel	Concentricity/KernelE4.lean:135	theorem	MAP-readout	stem	proved	(A.sphereZero n).re ≤ A.supLevel for every n.	le_csSup instance.
ASection.infLevel_le	Concentricity/KernelE4.lean:139	theorem	MAP-readout	stem	proved	A.infLevel ≤ (A.sphereZero n).re for every n.	csInf_le instance.
ASection.infLevel_le_supLevel	Concentricity/KernelE4.lean:143	theorem	MAP-readout	stem	proved	A.infLevel ≤ A.supLevel.	Via index 0.
ASection.supLevel_le_upperEdge	Concentricity/KernelE4.lean:149	theorem	MAP-readout	stem	proved	A.supLevel ≤ A.Ω₀: the top level sits at or left of C2's half-space edge.	With auditE1_upper_edge_strict, strictly left of D3's β = Ω₀ + 1.
ASection.supLevel_eq_of_concentric	Concentricity/KernelE4.lean:156	theorem	MAP-readout	stem	proved	If ∀ n, (A.sphereZero n).re = c then A.supLevel = c: under the target the top level IS the centre.	Helper for the §2 iff rows.
ASection.infLevel_eq_of_concentric	Concentricity/KernelE4.lean:164	theorem	MAP-readout	stem	proved	If ∀ n, (A.sphereZero n).re = c then A.infLevel = c.	Mirror helper.
ASection.concentricity_iff_supLevel_le	Concentricity/KernelE4.lean:272	theorem	MAP-readout	stem	proved	(∃ c, ∀ n, (sphereZero n).re = c) ↔ ∀ k, A.supLevel ≤ (A.sphereZero k).re: the target ⟺ no zero strictly below the top level.	THE minimal node in divisor coordinates; kernel-free both sides.
ASection.concentricity_iff_le_infLevel	Concentricity/KernelE4.lean:283	theorem	MAP-readout	stem	proved	(∃ c, ∀ n, (sphereZero n).re = c) ↔ ∀ k, (A.sphereZero k).re ≤ A.infLevel: the mirror minimal node.	No zero strictly above the bottom level.
ASection.concentricity_iff_infLevel_eq_supLevel	Concentricity/KernelE4.lean:294	theorem	MAP-readout	stem	proved	(∃ c, ∀ n, (sphereZero n).re = c) ↔ A.infLevel = A.supLevel: the target as one real equation — the level spread vanishes.	Node as vanishing spread.
ASection.concentricity_iff_exists_two_sided_level	Concentricity/KernelE4.lean:311	theorem	MAP-readout	stem	proved	(∃ c, ∀ n, (sphereZero n).re = c) ↔ ∃ β, A.supLevel ≤ β ∧ β ≤ A.infLevel: the target ⟺ the two proved one-sided regions meet.	'One β serves both sides' rendered as a proved order sentence.
KeystoneAssembly.lift_level_at_degenerate	Concentricity/KeystoneAssembly.lean:61	theorem	MAP-readout	stem	proved	For r > 0: exp w = −r ⇒ w.re = log r.	Clause (b), stem form of lem:exp-degenerate; duplicate of LoopAssembly.exp_fibre_level (proved inline here).
ASection.coneInvariant	Concentricity/KeystoneFinality.lean:45	def	MAP-readout	stem	def	coneInvariant A n = ‖sphereZero n‖² · re(1/sphereZero n) — the datum the cone at N carries for the n-th zero-sphere.	(S2): second-order coefficient of approach (1/ρ → 0 as ρ → N); only differences/equalities used, no absolute level named.
ASection.transportLevel_eq_coneInvariant	Concentricity/KeystoneFinality.lean:50	theorem	MAP-readout	stem	proved	A.transportLevel n = A.coneInvariant n.	(S2) rendered: transportLevel = (sphereZero n).re read as the cone invariant via inv_re_bridge (StemFactorization).
ASection.transportLevel_const_via_finality	Concentricity/KeystoneFinality.lean:81	theorem	MAP-readout	stem	sorried	A.transportLevel n = A.transportLevel m for all n, m — both levels are the level-limit carried into the unique finality cone at N.	The keystone via the finality cone; FEED-CHECK RECEIPT R6 at line 122: all 21 A-section fields fed, no fed statement relates indices (n,m). Finality route = dropped per brief.
Octonion.continuousOn_log_norm	Concentricity/LogManifold.lean:153	theorem	MAP-readout	domain-H1	proved	log||q|| is ContinuousOn {q : Octonion | q /= 0}: the level function is continuous at every nonzero octonion, degenerate negative-real values included.	Author's correction (1) as a theorem; direction field (GPVwind Rem 2.1) never enters.
Octonion.level_tape_continuous	Concentricity/LogManifold.lean:162	theorem	MAP-readout	domain-H1	proved	For gamma : C(unitInterval, Octonion) nonvanishing, t |-> log||gamma t|| is continuous - the level tape moves continuously through every degenerate passage.	Path form of continuousOn_log_norm; load-bearing in continuation_of_isLift.
Octonion.level_eq_log_norm_exp	Concentricity/LogManifold.lean:176	theorem	MAP-readout	domain-H1	proved	re q = log||exp q||: the level of any point is the log-modulus of its exponential value - the register conversion LEVEL = log||VALUE||.	VS Def 5.3 + thm:slice-exp; octonionic twin of proved stem row sweepE5_level_readout; one line from norm_exp.
Octonion.lift_level_tape	Concentricity/LogManifold.lean:189	theorem	MAP-readout	domain-H1	proved	If exp(Gamma t) = gamma t for all t then re(Gamma t) = log||gamma t|| at every instant - any log-continuation's level is the log-modulus of the value under it.	Comb row U1(a); GPV S5 prose quote in docstring flagged as not yet a SOURCES pin; twin of sweepE5_lift_level_tape.
Octonion.lift_level_continuous	Concentricity/LogManifold.lean:201	theorem	MAP-readout	domain-H1	proved	For a BARE function Gamma' with exp(Gamma' t) = gamma t pointwise, t |-> re(Gamma' t) is continuous - no continuity of the lift assumed; the level rides the value.	Sharpest form of correction (1): direction/height may jump at every passage, level cannot.
Octonion.lift_level_unique	Concentricity/LogManifold.lean:216	theorem	MAP-readout	domain-H1	proved	Any two pointwise lift data Gamma1, Gamma2 over the one value path gamma have equal levels re(Gamma1 t) = re(Gamma2 t) at every instant.	Level datum is lift-independent; sphere/band freedom (I in S6, rung k) moves directions/heights only.
Octonion.re_Llog_of_mem	Concentricity/LogManifold.lean:418	theorem	MAP-readout	domain-H1	proved	On the manifold, re (Llog x) = log||x.1|| - the level component of L is the log-modulus of the value: re o L = log||pi(.)||.	The register conversion the whole file rides; E+ form of level_eq_log_norm_exp.
Octonion.degenerate_level_readout	Concentricity/LogManifold.lean:466	theorem	MAP-readout	domain-H1	proved	Every manifold point x with x.1 = ofReal(-r) has L-level exactly log r: re (Llog x) = log r.	'The fibre is thus indexed by the single real level log r' (master lem:exp-degenerate, verbatim in docstring).
Octonion.degenerate_passage	Concentricity/LogManifold.lean:617	theorem	MAP-readout	domain-H1	proved	A nonvanishing value path with gamma t0 = ofReal(-r) carries: full S6 x Z of E+ lift data over its value, all at the one level log r; a continuous level tape; tape reading log r at t0.	The passage bundle (mission row (b)); the passage is where log r lives.
Octonion.IsLoopLift.level_tape	Concentricity/LogManifold.lean:737	theorem	MAP-readout	domain-H1	proved	re (Llog (Gamma y)) = log||gamma (Circle.exp y)|| - at every cover instant the loop lift's L-level is the log-modulus of the loop value under it.	VS Def 5.3's level component along Def 5.11's square.
Octonion.IsLoopLift.level_continuous	Concentricity/LogManifold.lean:758	theorem	MAP-readout	domain-H1	proved	For nonvanishing gamma, y |-> re (Llog (Gamma y)) is continuous on R - across every degenerate passage of the loop's values.	Author's correction (1) on the cover.
winding_loop_defect_level_zero	Concentricity/LoopAssembly.lean:107	theorem	MAP-readout	stem	proved	Along any closed value-loop, any log-continuation has re(γ' 1) = re(γ' 0) — the endpoint LEVEL closes unconditionally.	Defect is 2πiℤ = pure height datum: 'all multiplicity in the winding direction, none in the level' (master placement paragraph).
exp_fibre_level	Concentricity/LoopAssembly.lean:161	theorem	MAP-readout	stem	proved	For r > 0: exp w = −r ⇒ w.re = log r — every fibre point over −r carries the one level log r.	The level clause of lem:exp-degenerate: 'fibre indexed by the single real level log r'.
ASection.normalizedZero_label	Concentricity/NormalizedBase.lean:51	theorem	MAP-readout	mixed	proved	(normalizedZero n I).label = (sphereZero n).re.	simp rfl; the label channel.
ASection.normalizedZeroLift_re	Concentricity/NormalizedBase.lean:92	theorem	MAP-readout	mixed	proved	re (normalizedZeroLift n I) = (sphereZero n).re — normalization retains the real label in every world.	Via re_sliceEmbed.
ASection.NormalizedZeroCone	Concentricity/NormalizedCone.lean:25	structure	MAP-readout	generic	def	Over any Category C: zeroObj : ℕ → C, N : C, realLabel : C → ℝ, zero_label (realLabel (zeroObj n) = (sphereZero n).re), toN : zeroObj n ⟶ N, label_transport (any arrow preserves realLabel).	Conditional skeleton: the exact data C1–C4/W1–W4 must supply; header states it does NOT assert existence.
ASection.NormalizedZeroCone.zero_levels_common	Concentricity/NormalizedCone.lean:36	theorem	MAP-readout	generic	proved	Given K : NormalizedZeroCone A C: (sphereZero n).re = (sphereZero m).re — via labels transported along toN; no direct zero-to-zero arrow used.	The common-witness colimit argument in kernel form.
ASection.concentricity_of_normalized_zero_cone	Concentricity/NormalizedCone.lean:49	theorem	MAP-readout	generic	proved	Given K : NormalizedZeroCone A C: ∃ c : ℝ, ∀ n, (sphereZero n).re = c.	Intentionally conditional; constructing K is the remaining analytic/functorial work per docstring.
ASection.normalizedNLeg_source_label	Concentricity/NormalizedNLeg.lean:42	theorem	MAP-readout	mixed	proved	(NormalizedNLeg.source A n I).label = (A.sphereZero n).re, by rfl (@[simp]).	Label readout of the leg's source = re-level of the enumerated zero; world-independent by construction.
SliceWorld.modulus	Concentricity/PhiConversion.lean:151	def	MAP-readout	domain-H1	def	modulus : SliceWorld → OnePoint ℝ := OnePoint.map Octonion.normSq — the modulus read on 𝒮₂'s objects, ∞ ↦ ∞.	the datum the band phases fix (def:two-worlds modulus clause)
SliceWorld.modulus_coe	Concentricity/PhiConversion.lean:154	theorem	MAP-readout	domain-H1	proved	modulus (x : OnePoint Octonion) = (normSq x : OnePoint ℝ) for finite x — by rfl.	unfold pin
SliceWorld.modulus_infty	Concentricity/PhiConversion.lean:158	theorem	MAP-readout	domain-H1	proved	modulus ∞ = ∞ — by rfl.	the N behavior of the modulus read
SliceWorld.modulusHom	Concentricity/PhiConversion.lean:185	def	MAP-readout	domain-H1	def	modulusHom : SliceWorld ⥤q Discrete (OnePoint ℝ) — the modulus as a prefunctor from the generator quiver into the discrete category.	eqToHom on generators via modulus_gen
S2.modulusFunctor	Concentricity/PhiConversion.lean:197	def	MAP-readout	domain-H1	def	modulusFunctor : S2 ⥤ Discrete (OnePoint ℝ) — modulusHom lifted through Paths.lift and descended along Quotient.lift (relations respected: discrete homs subsingletons).	the invariant functor computing π₀(𝒮₂)'s forward direction
S2.zigzag_iff_modulus	Concentricity/PhiConversion.lean:294	theorem	MAP-readout	domain-H1	proved	Zigzag (S2.of w) (S2.of w') ↔ SliceWorld.modulus w = modulus w' — π₀(𝒮₂) COMPUTED: the component relation is exactly equality of the modulus read.	both directions; 'the slice world's components carry the modulus and NOTHING finer'
S2.moduliRead	Concentricity/PhiConversion.lean:315	def	MAP-readout	domain-H1	def	moduliRead : OnePoint Octonion → OnePoint NNReal := OnePoint.map (NNReal.mk (normSq x) …) — the modulus read valued in the compactified nonnegative reals.	the exact component set of 𝒮₂
S2.moduliRead_coe	Concentricity/PhiConversion.lean:318	theorem	MAP-readout	domain-H1	proved	moduliRead (x : OnePoint Octonion) = (NNReal.mk (normSq x) _ : OnePoint NNReal) for finite x — by rfl.	unfold pin
S2.moduliRead_infty	Concentricity/PhiConversion.lean:323	theorem	MAP-readout	domain-H1	proved	moduliRead ∞ = ∞ — by rfl.	N behavior of the compactified-modulus read
S2.moduliRead_eq_of_modulus_eq	Concentricity/PhiConversion.lean:328	theorem	MAP-readout	domain-H1	proved	SliceWorld.modulus w = modulus w' → moduliRead w = moduliRead w' — the compactified read is determined by the modulus read.	helper for componentsEquiv's toFun descent
S2.componentOfModulus	Concentricity/PhiConversion.lean:350	def	MAP-readout	domain-H1	def	componentOfModulus : OnePoint NNReal → ConnectedComponents S2 — ∞ ↦ class of S2.of ∞; s ↦ class of the real representative ofReal (√s).	the inverse of the π₀(𝒮₂) equivalence
S2.componentOfModulus_moduliRead	Concentricity/PhiConversion.lean:359	theorem	MAP-readout	domain-H1	proved	componentOfModulus (moduliRead w) = ConnectedComponents.mk (S2.of w) — round trip on the object side, by the band rotation.	left round trip of componentsEquiv
S2.moduliRead_ofReal_sqrt	Concentricity/PhiConversion.lean:372	theorem	MAP-readout	domain-H1	proved	moduliRead (ofReal (√s)) = (s : OnePoint NNReal) — round trip on the modulus side.	right round trip of componentsEquiv
S2.componentsEquiv	Concentricity/PhiConversion.lean:384	def	MAP-readout	domain-H1	def	ConnectedComponents S2 ≃ OnePoint NNReal — π₀(𝒮₂), the named equivalence: forward the modulus read (zigzag-invariant), inverse the real representative √r.	π₀(𝒮₂) ≃ [0,∞) ∪ {∞}; value-side analogue of the level read-off; consumed by InboxWire §E
S2.componentsEquiv_mk	Concentricity/PhiConversion.lean:395	theorem	MAP-readout	domain-H1	proved	componentsEquiv (ConnectedComponents.mk (S2.of w)) = moduliRead w — by rfl.	definitional unfold at a canonical class
ASection.phi_image_modulus	Concentricity/PhiConversion.lean:542	theorem	MAP-readout	domain-H1	proved	S2.componentsEquiv (Φ's π₀-image of the n-th zero-sphere class) = (0 : NNReal) — the π₀(𝒮₂)-read of every zero-sphere's Φ-image is the modulus 0.	composition (α), the VALUE read: same 0 at every sphere, carries NO level datum
ASection.sphere_domain_modulus	Concentricity/PhiConversion.lean:561	theorem	MAP-readout	domain-H1	proved	SliceWorld.modulus (sliceEmbed v (A.sphereZero n)) = ‖A.sphereZero n‖² — the domain read of a sphere point as an object of 𝒮₂ itself.	composition (β): conserved quantity is ‖ρₙ‖² = σₙ²+γₙ² (inv_re_bridge var), NOT the level σₙ
concentric_of_RH	Concentricity/RhEquiv.lean:57	theorem	MAP-readout	zeta	proved	Under RiemannHypothesis: every upper-half zero parameter σ (with γ > 0, ζ⟨σ,γ⟩ = 0) equals 1/2 — (a)⇒(b) with the centre exhibited.	The centre of B6's zeroSphere σ γ is the real point σ; RH pins it to ½.
upperZero_re_eq_half_of_concentric	Concentricity/RhEquiv.lean:100	theorem	MAP-readout	zeta	proved	If all upper-half zero parameters share one centre c, then each σ = 1/2 — concentricity forces σ = c = 1−σ via the FE transfer folded by conjugation.	The rigidity row, (b)⇒(a) on non-real zeros; rmk:half-downstream — ½'s ONLY entry point.
riemannHypothesis_iff_concentric	Concentricity/RhEquiv.lean:135	theorem	MAP-readout	zeta	proved	RiemannHypothesis ↔ ∃ c : ℝ, ∀ σ γ, 0 < γ → ζ⟨σ,γ⟩ = 0 → σ = c — thm:rh-equiv, the full equivalence: RH iff the zero 6-spheres share a single common centre.	Island B7 COMPLETE; cor:rh's engine — concentricity readout at the sphere parameters, ½ carried by both directions.
sweepE5_level_readout	Concentricity/SweepE5.lean:89	theorem	MAP-readout	stem	proved	Real.log ‖Complex.exp w‖ = w.re: the level coordinate of any logarithm reads log-modulus of the value — VS Def 5.3's level component, total, slice form.	DERIVED (R10); the value-modulus → level register conversion lem:exp-degenerate instantiates at −r.
sweepE5_lift_level_tape	Concentricity/SweepE5.lean:100	theorem	MAP-readout	stem	proved	For a lift γ′ with exp(γ′ t) = γ t everywhere: (γ′ t).re = Real.log ‖γ t‖ at every instant — the tame lift's level tape is a function of the value path alone.	C(unitInterval, ℂ) paths; the domain point whose value it is never enters.
ASection.sweepE5_encounter_levels_unbounded_below	Concentricity/SweepE5.lean:121	theorem	MAP-readout	stem	proved	∀ ε > 0, ∀ M, ∃ r > 0 with log r < M and ∃ z within ε of A.sphereZero n with A.F z = −r: encounter levels at one zero-sphere are unbounded below.	Fed by neg_reals_swept_near_sphereZero (LoopAssembly, open mapping); value-side levels run to −∞.
ASection.sweepE5_encounter_level_not_unique	Concentricity/SweepE5.lean:154	theorem	MAP-readout	stem	proved	∀ ε > 0, ∃ r₁ ≠ r₂ (both > 0) with encounters z within ε of A.sphereZero n realizing F z = −r₁ and F z = −r₂: no canonical value-side level at one zero-sphere.	The Draft-I failure mode as a theorem; two distinct base levels log r₁ ≠ log r₂ at one sphere.
ASection.exists_zero_level_above	Concentricity/SynthesisE6.lean:130	theorem	MAP-readout	stem	proved	(A.sphereZero k).re < A.supLevel implies ∃ m, (A.sphereZero k).re < (A.sphereZero m).re: a zero strictly below the top level admits one strictly above it.	ROW A; exists_lt_of_lt_csSup on E4's levelSet; the pair supplier for the negation.
ASection.transportLevel	Concentricity/Theorem.lean:171	def	MAP-readout	stem	def	transportLevel (A : ASection) (n : ℕ) : ℝ := (A.sphereZero n).re — the level of the fibre point over the n-th residue-ℂ zero-sphere.	RE-BADGED 2026-07-05: docstring still speaks the superseded STATIC-readout vocabulary; the def itself consumes only C3's enumeration
Octonion.norm_exp	Concentricity/Toolkit.lean:88	theorem	MAP-readout	domain-H1	proved	||exp q|| = Real.exp (re q) - the modulus of the slice exponential depends only on the real part (thm:slice-exp modulus clause, verbatim in docstring).	Backbone of the entire level register: LogManifold's level_eq_log_norm_exp / Llog_Eexp ride it.
TotalTransport.transport_not_level_separating	Concentricity/TransportObject.lean:133	theorem	MAP-readout	old-total	proved	HONESTY PIN 2: all finite-level classes coincide — 𝒯^𝔫 separates NO levels; no centre readout exists from this object.	Load-bearing pin; centre readout deferred to π₀ on A.Base per docstring.
ASection.transportClass	Concentricity/TransportObject.lean:173	def	MAP-readout	old-total	def	ConnectedComponents TotalTransport: the class of ofBase (lvl (transportLevel n)) — where the n-th zero-sphere arrives.	
Octonion.exp_fibre_re	Concentricity/WeldW3.lean:364	theorem	MAP-readout	domain-H1	proved	exp q = ofReal (-r) with 0 < r ⇒ re q = log r — every octonionic point of the degenerate fibre over −r carries the ONE real part log r.	WELD (c): lem:exp-degenerate on 𝕆; from proved Octonion.exp_fibre_neg_real (Toolkit.lean).
ASection.sphereLoop_touches_degenerate	Concentricity/WeldW3.lean:576	theorem	MAP-readout	mixed	proved	∃ ε₀: for ε ≤ ε₀, ∃ t, r > 0 with F (circleLoop (sphereZero n) ε t) = -r and every q : Octonion with exp q = ofReal (-r) has re q = log r.	WELD (d) touch: winding forces the degenerate encounter; the touched fibre carries the ONE level log r; the touch is the divisor's.
ASection.concentricity_via_weldW3	Concentricity/WeldW3.lean:639	theorem	MAP-readout	stem	sorried	∃ c : ℝ, ∀ n : ℕ, (A.sphereZero n).re = c — the theorem's target, fed the full W3 board (a)-(d); the proof stops by_contra at ⊢ False.	ROUTE RECEIPT (R6/R8): missing identification of value-side fibre level log r with domain-side level Re(sphereZero ·) — the eq:placement-set seam.
ASection.worldRot	Concentricity/AFunctor.lean:43	def	MOR-g2	sphereworld	def	SphereWorld ⥤ SphereWorld for g : G2: objects rotate by g, rot leg conjugates (g·rot·g⁻¹), mob leg unchanged.	The G2-rotation endofunctor — the rotation leg the functor action rides.
ASection.poleRot	Concentricity/AFunctor.lean:87	def	MOR-g2	sphereworld	def	For v w ∈ unitImaginarySphere: the G2 element with poleRot • v = w, via Classical.choose of G2-transitivity on S⁶.	Chosen at the SU(3) stabilizer slack; unbundled S⁶ directions.
ASection.poleRot_smul	Concentricity/AFunctor.lean:91	theorem	MOR-g2	sphereworld	proved	poleRot hv hw • v = w.	choose_spec.
ASection.dirLink	Concentricity/AFunctor.lean:100	def	MOR-g2	sphereworld	def	I ⟶ J in SphereWorld: dirHomTo of poleRot — the bridge carrying a winding's ℂ-lift to a sphere-world morphism.	The B-morphism ↦ slice-world morphism link per docstring; not consumed by functorA.map as written.
ASection.poleGen	Concentricity/AFunctor.lean:117	def	MOR-g2	sphereworld	def	G2: poleRot from baseWorld to its antipode — A's fundamental pole rotation (the antipodal flip v ↦ -v of the base direction).	Project notes (memory 2026-07-11) record the poleGen^k bridge as the diagnosed substitute for A's own transport.
G2	Concentricity/G2.lean:27	structure	MOR-g2	domain-H1	def	toEquiv : Octonion equiv-l[R] Octonion with map_mul' : toEquiv (x*y) = toEquiv x * toEquiv y — G2 = Aut(O) as multiplicative R-linear self-equivalences.	master def:G2 (quoted); AlgEquiv unusable (needs assoc); Lie clauses (14-dim, compact, connected) not consumed, not stated
G2.instMulActionOctonion	Concentricity/G2.lean:63	instance	MOR-g2	domain-H1	def	MulAction G2 Octonion: g smul x = g.toEquiv x.	smul_def simp lemma at l.69
G2.smul_mul	Concentricity/G2.lean:72	theorem	MOR-g2	domain-H1	proved	g smul (x*y) = (g smul x) * (g smul y).	the automorphism property as a simp lemma
G2.exists_smul_basicTriple	Concentricity/G2.lean:105	theorem	MOR-g2	domain-H1	proved	For basic triples T1, T2 there is g : G2 with g smul T1.u = T2.u, g smul T1.w = T2.w, g smul T1.z = T2.z (P4.2.f).	frame-matching linear map is multiplicative because the table is universal; bilinear bootstrap via mulLeft/mulRight
G2.exists_smul_eq_of_mem_unitImaginarySphere	Concentricity/G2.lean:194	theorem	MOR-g2	domain-H1	proved	u, v in unitImaginarySphere imply exists g : G2, g smul u = v — the transitivity clause of thm:G2-S6 (Baez).	direction arrows between any two worlds; substrate of SphereWorld connectivity; stabilizer-SU(3) clause NOT stated (SOURCES gap, in docstring)
instMulActionG2OnePointOctonion (anonymous)	Concentricity/G2.lean:210	instance	MOR-g2	domain-H1	def	MulAction G2 (OnePoint Octonion): g acts by OnePoint.map (g smul .), fixing infinity.	rmk:G2-compact quoted; infinity = N fixed by construction; topological clauses queued per docstring
H1	Concentricity/G2.lean:231	def	MOR-g2	domain-H1	def	H1 := CategoryTheory.ActionCategory G2 (OnePoint Octonion) — the octonionic world H1 = G2 semidirect O*.	master def:two-worlds; components = G2-orbits (Quillen sec.1); two-kinds orbit description queued, not stated
ASection.normalizedWorldRotate	Concentricity/NormalizedAction.lean:33	def	MOR-g2	sphereworld	def	G2 relabelling of a world: ⟨g • I.val, membership⟩ : SphereWorld.	Same formula as worldRot.obj (AFunctor.lean:44).
H1.zigzag_of_smul	Concentricity/PhiConversion.lean:103	theorem	MOR-g2	domain-H1	proved	Zigzag (H1.of x) (H1.of (g • x)) — a direction morphism joins any point to its G₂-translate.	the generating zigzag of an orbit component
H1.sphere_zigzag	Concentricity/PhiConversion.lean:112	theorem	MOR-g2	domain-H1	proved	For v,w ∈ unitImaginarySphere and ζ : ℂ, Zigzag (H1.of (sliceEmbed v ζ)) (H1.of (sliceEmbed w ζ)) — two points of one sphere lie in ONE component of 𝓗₁.	lem:residue-spheres connectivity half; orbit transitivity thm:G2-S6 (Baez) via G2.exists_smul_eq_of_mem_unitImaginarySphere
G2.im_smul_ne_zero	Concentricity/Slice.lean:221	theorem	MOR-g2	domain-H1	proved	im x ≠ 0 → im (g • x) ≠ 0 — G2 preserves non-reality (automorphisms fix R pointwise).	Support for the isometry engine.
G2.smul_re_normSq	Concentricity/Slice.lean:236	theorem	MOR-g2	domain-H1	proved	re (g•x) = re x ∧ normSq (g•x) = normSq x — G2 preserves the real part and the quadratic form (the isometry engine).	Via the quadratic identity x² = 2(re x)x − N(x) (P4.2.a) and independence of {g•x, 1}.
G2.smul_re	Concentricity/Slice.lean:287	theorem	MOR-g2	domain-H1	proved	re (g•x) = re x.	Projection of smul_re_normSq; the G2-invariance of the level label.
G2.smul_normSq	Concentricity/Slice.lean:291	theorem	MOR-g2	domain-H1	proved	normSq (g•x) = normSq x.	Projection of smul_re_normSq.
G2.smul_norm	Concentricity/Slice.lean:295	theorem	MOR-g2	domain-H1	proved	norm (g•x) = norm x.	Corollary via sqrt of smul_normSq.
SphereHom	Concentricity/SliceSphereWorld.lean:200	structure	MOR-g2	sphereworld	def	Morphism I ⟶ J of 𝒮₂: rot : G2 with rot • I.val = J.val (direction leg) and mob : Moebius (Moebius leg, read in the source world's chart).	LOCKED; combines G2 direction + Moebius datum; @[ext].
dirHom	Concentricity/SliceSphereWorld.lean:253	def	MOR-g2	sphereworld	def	The direction morphism g : I ⟶ ⟨g•I.val⟩ with trivial Moebius leg — worlds relabelled, not points moved.	def:two-worlds direction clause at sphere level.
dirHomTo	Concentricity/SliceSphereWorld.lean:259	def	MOR-g2	sphereworld	def	Direction morphism I ⟶ J with prescribed target, given h : g • I.val = J.val (eqToHom-free form).	Consumed by dirLink and sphereWorld_zigzag.
instance MulAction G2 SliceWorld	Concentricity/TwoWorlds.lean:53	instance	MOR-g2	domain-H1	def	MulAction G2 SliceWorld inferred from MulAction G2 (OnePoint Octonion).	transports the G2 action across the type synonym
S2.directionHom	Concentricity/TwoWorlds.lean:87	def	MOR-g2	domain-H1	def	directionHom (g : G2) (w w') (h : g•w = w') : S2.of w ⟶ S2.of w' — class of the direction generator composed with eqToHom along h.	the exact composite Φ needs (thm:section-functor)
G2.smul_mem_unitImaginarySphere	Concentricity/ZeroSpheres.lean:34	theorem	MOR-g2	domain-H1	proved	g • v ∈ unitImaginarySphere for v ∈ unitImaginarySphere — G2 preserves S⁶.	Via G2.smul_re/G2.smul_normSq; consumed by SphereWorld constructions.
zeroSphere_eq_orbit	Concentricity/ZeroSpheres.lean:70	theorem	MOR-g2	domain-H1	proved	zeroSphere σ γ = range (fun g : G2 => g • sliceEmbed v₀ ⟨σ,γ⟩) — the sphere is a single G2-orbit.	Master (i); via G2 transitivity + smul_sliceEmbed; no embedding/diffeomorphism invoked.
